UnqID,Grid,Station,Gd-St,cobble,gravel,coarsesand,sand3,sand2,sand1,finesand,veryfine,siltclay,Total,UnqID save
521,8,102,8_102,0.688855771,1.101175691,34.24904786,18.87895347,34.42622951,6.203013744,3.532041729,0.243417784,0.677264448,100,
522,8,106,8_106,1.939164964,0.988858476,43.26111261,2.172404487,27.84610047,14.16785535,6.016037627,2.049038128,1.559427889,100,
523,8,205,8_205,8.355693284,2.295831601,33.0429689,13.5274555,31.69192396,4.342239522,4.461282642,0.70859,1.574014588,100,
524,8,211,8_211,1.262549948,1.270944562,55.60424432,0.465061616,21.51707464,11.44689567,5.286927907,1.737685101,1.408616232,100,
525,8,104,8_104,1.830161054,1.535505124,41.41471449,13.64019034,33.8909224,3.491947291,3.0215959,0.389824305,0.785139092,100,
526,8,413,8_413,0.047288777,0.187184741,59.38485183,1.905343632,25.2009773,8.425283733,3.324006936,0.861049811,0.664013241,100,
527,8,115,8_115,0.471730362,0.264921036,39.24420592,12.99480413,35.87885417,6.163259725,3.389280098,0.575989608,1.016954946,100,
528,8,101,8_101,1.960784314,1.995977878,60.56142115,0.263113793,17.06385118,8.71459695,5.863918217,2.11328976,1.463046757,100,
529,8,310,8_310,0.469151432,0.534311353,47.13296347,11.2503258,31.723573,4.177681796,3.367837063,0.456119447,0.888036638,100,
530,8,206,8_206,1.273906591,1.172194154,66.69668017,0.371833992,14.0129725,9.277508212,4.640421523,1.475664049,1.078818802,100,
531,8,411,8_411,0.471698113,0.821728062,38.43403714,10.15086852,39.98577418,3.870919437,3.876534891,0.739368074,1.649071578,100,
532,8,314,8_314,1.511159716,0.946131796,66.2789349,0.362877169,15.25741081,8.62288943,4.52519428,1.416712233,1.078689665,100,
533,8,107,8_107,3.770601258,1.175457708,47.23793794,10.24528236,30.09804266,3.229433883,2.834100573,0.448044418,0.961099202,100,
534,8,212,8_212,1.289536478,1.284459562,67.69220355,0.313076441,14.15782437,8.062141443,4.398300926,1.446920851,1.355536376,100,
535,8,207,8_207,4.058747643,2.800105852,36.53038272,11.93311501,35.87377196,3.254936985,2.793490126,1.06678575,1.688663954,100,
536,8,414,8_414,1.234613265,0.402351644,67.85412456,0.299467206,15.84420356,7.826566232,4.032702554,1.309939372,1.1960316,100,
537,8,313,8_313,6.655956656,1.252126252,30.94090594,15.25389025,34.88313488,5.062055062,3.413028413,0.915075915,1.623826624,100,
538,8,416,8_416,0.377183931,0.129879372,57.61484539,1.012347436,23.74479593,8.568480233,3.96221044,1.161797673,3.428459595,100,
539,8,315,8_315,0.344078233,0.251720391,46.59000362,17.73451648,27.16044911,4.277435712,2.02281782,0.722564288,0.896414343,100,
543,8,312,8_312,0.191805875,0.214108883,68.58844258,0.412605661,15.65671209,9.298124317,3.708990343,0.981332382,0.947877869,100,
544,8,216,8_216,0,0.090473175,45.88618475,20.91558853,25.14792364,4.297475798,2.415633765,0.416176604,0.830543744,100,
545,8,412,8_412,1.948424069,0.425706099,68.98239869,0.532132624,15.03069996,7.883749488,3.456406058,0.959476054,0.781006959,100,
546,8,203,8_203,6.547155105,1.209159276,27.60632807,23.8313918,33.32139622,3.065029176,3.014471993,0.560342104,0.844726254,100,
547,8,202,8_202,6.185968729,3.429072429,47.30074199,0.196457275,20.58417626,11.63968762,7.184491241,2.097709081,1.381695378,100,
548,8,201,8_201,3.625521765,3.366555925,19.88755431,20.99156657,36.27906977,5.797768123,7.075560099,0.933640003,2.042763438,100,
549,7,413,7_413,1.523146537,1.331012879,32.80055691,0.432996867,32.93839192,14.59241211,10.73024713,3.037939436,2.613296206,100,
550,7,106,7_106,2.491585714,0.714616133,20.87540476,26.25416726,36.30505176,4.956054298,6.005646744,0.835845656,1.561627666,100,
551,7,409,7_409,4.643042989,3.058432511,34.70531952,0.595907542,28.33162674,15.01519145,9.035972672,2.407130747,2.207375825,100,
552,6,213,6_213,2.424806779,2.238569699,15.02746997,15.48188844,41.50852035,7.753049632,11.12766552,0.95725859,3.480771022,100,
553,7,415,7_415,4.648028631,0.545065213,37.46724368,0.570521556,28.77764634,13.11301119,9.776732903,2.611521241,2.490229257,100,
554,6,111,6_111,2.480263048,1.455443727,21.8566922,15.85799409,40.06809874,5.713284262,8.744345968,0.6976783,3.126199656,100,
555,7,315,7_315,1.574441797,0.483628982,33.74635954,0.555996823,31.60180037,16.24040244,10.79339864,2.739387521,2.264583885,100,
556,7,401,7_401,0.798270414,0.287256399,47.19622636,18.96345796,23.53688221,3.989840195,4.056362729,0.399135207,0.772568526,100,
557,7,404,7_404,1.539330819,0.53143564,44.40694531,1.461448009,27.5277553,13.86161294,7.789808042,1.811157094,1.070506849,100,
558,7,408,7_408,0,0.331312441,30.60882931,24.43002306,28.93348134,7.198360516,6.586969516,0.481598497,1.429425327,100,
559,6,102,6_102,1.446133991,1.786984794,32.0813409,0.296176183,30.68319076,15.44252693,12.04394659,3.176861856,3.042837997,100,
560,7,406,7_406,0.117758255,0.340879158,50.75845613,12.8031113,25.24055222,5.223198376,4.092099351,0.390461581,1.03348363,100,
561,7,416,7_416,0.838729373,1.166508668,32.05970725,0.361521282,34.72853769,14.61028006,11.31641949,2.564390957,2.353905233,100,
562,7,205,7_205,1.531621288,1.484036937,40.63852251,14.98758346,29.8918943,4.150247587,5.295246026,0.389596871,1.631251022,100,
563,7,314,7_314,3.569048501,2.650870048,30.74564976,0.667900777,34.35172158,11.73639393,10.65235098,2.745649759,2.880414661,100,
564,6,203,6_203,0.30874603,0.716858598,21.550118,23.84619479,32.63835903,9.068971024,9.00154373,0.713309793,2.155899001,100,
565,6,215,6_215,4.447776909,2.316417529,35.09244931,1.39272211,28.33304086,12.08142559,10.27870395,2.999218289,3.058245457,100,
566,7,405,7_405,0.379220849,0.594381615,46.37655823,17.74941839,23.68920027,4.777913747,4.69991797,0.49486976,1.238519156,100,
571,8,108,8_108,1.928486894,0.834254894,30.64043614,22.29012669,30.35523737,7.075645577,5.048212172,0.669344043,1.158256213,100,
572,8,113,8_113,0.784901236,1.237603609,32.90885701,5.473139116,34.13831849,15.5140126,6.331319513,2.050188083,1.561660343,100,
573,8,109,8_109,0.569341699,1.16864875,26.16162562,27.83593969,34.00692949,4.159565502,4.457346193,0.552486188,1.088116865,100,
574,8,316,8_316,0,0.133254948,54.39545365,6.008230453,25.19302371,9.809915736,3.37840486,0.725063688,0.356652949,100,
578,8,105,8_105,3.787198974,2.367915026,40.55672557,0.858895706,26.05988463,15.90330556,7.096419742,2.206757623,1.162897171,100,
579,8,210,8_210,1.783168073,1.496353356,37.42358436,18.02343686,28.92075719,5.198721626,5.439645989,0.457264607,1.257067934,100,
580,8,110,8_110,1.529963232,1.116977713,47.83661805,1.19365013,27.92967048,11.75876069,5.511701256,1.786118807,1.336539634,100,
581,8,209,8_209,3.834952334,1.297009823,33.01315099,19.4262043,29.8077097,5.495559053,5.453953438,0.356361137,1.31509922,100,
585,8,111,8_111,3.864608578,2.433272068,45.52951318,1.631398318,23.54873863,13.31793562,5.993721638,2.046160602,1.634651356,100,
586,8,213,8_213,2.189038125,1.38483357,37.46391925,14.69758905,32.23492116,5.846333528,4.746809043,0.303662301,1.132893968,100,
587,8,208,8_208,4.706974065,3.215845639,42.5291586,1.012751388,26.28673824,11.58024415,6.37249412,2.319888645,1.975905157,100,
591,3,410,3_410,0.919189499,0.621619236,74.95492315,0.303874718,10.68731165,6.731896758,3.536799102,1.110844923,1.13354096,100,
592,6,304,6_304,1.974491503,0.925891496,21.85698881,17.71836537,25.73160302,8.593314245,17.07879374,1.505968096,4.614583721,100,
593,6,405,6_405,0.371776934,2.842294623,24.13751749,0.843493904,23.52988207,23.73375974,12.02078753,6.919848091,5.600639616,100,
594,3,407,3_407,0.436339562,0.123378773,46.39643706,17.96214378,20.81189251,7.399717132,5.112695977,0.695134062,1.062261142,100,
595,3,415,3_415,6.964753496,3.926596349,38.61176177,1.049217591,22.87488392,12.9274141,7.937739955,2.887080902,2.820551913,100,
596,3,406,3_406,0.350554918,0.090317643,47.82548794,9.581324148,34.66666667,3.329506315,3.200918485,0.417910448,0.537313433,100,
597,3,413,3_413,4.357584796,0.863838396,51.47295521,0.606901847,20.2182484,10.37344398,7.21637306,2.473383441,2.417270861,100,
598,3,206,3_206,0.004795626,0.039963553,57.91837844,11.48872229,20.79063894,6.351007881,2.261937113,0.513132024,0.631424141,100,
599,6,305,6_305,1.383828647,1.073406636,44.95564233,1.079941837,22.83398958,13.68961067,9.634518928,3.001290702,2.34777068,100,
600,3,307,3_307,0,0.009513713,50.84400228,11.15414934,26.95099079,8.261980483,2.156894724,0.322107152,0.300361521,100,
602,6,303,6_303,4.43004045,0.664424842,22.9380899,8.156667804,43.70908264,8.189158016,8.773981838,0.846370031,2.292184479,100,
606,3,106,3_106,0.004287184,0.284383217,71.69029382,0.840288099,14.6393049,6.736595404,3.917057277,1.031782325,0.856007774,100,
607,3,101,3_101,0.128553697,0.155151014,53.97482121,10.20450381,24.2124239,6.152845913,3.668952066,0.526035818,0.976712572,100,
608,3,205,3_205,0,0.102346527,78.89986788,0.51359348,10.96038259,4.585124398,3.351383539,0.829937289,0.757364298,100,
609,3,112,3_112,3.326777098,2.140508313,33.95310243,8.970773533,35.75709149,7.563231814,5.48111497,0.799041151,2.0083592,100,
610,12,415,12_415,0.429857801,0.099824797,67.05374241,0.325958522,13.92250336,7.7618873,6.773825531,2.473210284,1.159189993,100,
611,3,105,3_105,0,0.069773311,65.56909785,7.583022817,20.6588382,3.500541857,1.800745238,0.35332017,0.46466056,100,
612,6,404,6_404,0.920643154,1.413381743,62.28388658,0.242047026,14.18568465,8.200783771,7.833390964,2.679806362,2.240375749,100,
613,3,408,3_408,0.011894064,0.070042819,53.87482159,9.010413913,29.86731511,4.295078501,2.150182376,0.309245652,0.411005973,100,
614,3,116,3_116,5.399639165,2.501503479,61.17872791,0.380881469,13.51986025,7.110742003,5.880752599,2.024685701,2.003207423,100,
615,3,315,3_315,7.681944523,1.958420784,31.50207045,8.17119519,34.40353962,6.262408531,6.867944864,0.876396846,2.276079188,100,
616,3,312,3_312,9.936200792,2.739509938,52.9708697,0.161250745,13.07533214,8.360500578,7.040698286,2.590528271,3.125109545,100,
617,3,403,3_403,0.993751944,0.521613751,53.17915807,8.419326567,26.06089735,4.582850358,4.575782421,0.458002318,1.208617229,100,
618,3,304,3_304,0,0.183373228,87.55161746,0.22116771,5.750360447,2.788392895,2.106692423,0.66630272,0.732093114,100,
619,3,402,3_402,0.371869975,0.615954514,60.05915461,8.77842867,20.89363657,4.112106593,3.949862164,0.40776476,0.811222146,100,
623,3,113,3_113,5.799912783,2.906723207,76.89207681,0.061653208,5.070600442,3.214989248,3.186418249,1.248101532,1.619524518,100,
624,3,411,3_411,8.750895941,1.825763993,52.52101388,5.930800808,21.35401056,3.489932886,4.554636085,0.224148042,1.348797811,100,
625,3,308,3_308,0,0.007497601,86.309381,0.154450576,7.23068618,3.898752399,1.75893714,0.326895393,0.313399712,100,
626,3,103,3_103,0,0.038114404,68.36809367,6.630381754,17.00207342,5.503719966,1.745639712,0.265276253,0.446700817,100,
627,3,311,3_311,2.839424142,1.705426357,81.62126246,0.104835733,5.061646364,3.868586194,2.647471392,0.933185677,1.218161683,100,
628,3,215,3_215,5.476642993,1.66549965,44.00153379,4.396318896,25.67770331,9.416158181,6.44693408,0.600180054,2.319029042,100,
629,3,404,3_404,0.142931945,0.338225097,88.99990094,0.176895971,3.670945191,2.711461444,2.310968965,0.832118648,0.816551802,100,
630,3,306,3_306,0.125211552,0.023391169,72.06956809,4.616316028,16.23897519,4.199402837,1.691043934,0.341235879,0.694855319,100,
631,3,214,3_214,3.598464241,1.801563739,86.19837408,0.023316183,2.340944772,1.98653879,1.8730667,0.854926709,1.322804781,100,
632,3,305,3_305,0.031247028,0.145366609,70.30309617,4.324316981,18.71832842,3.265993723,2.047359626,0.372247205,0.792044235,100,
633,3,108,3_108,0.09967646,0.057191411,92.92623942,0.027778686,2.866106736,2.04255041,1.223896206,0.39870584,0.357854832,100,
634,3,405,3_405,0,0.116865197,75.82439244,3.552420377,13.09171806,3.959336544,2.048660978,0.453380643,0.953225761,100,
635,3,107,3_107,0.04665232,0.296467968,90.68609008,0.088789899,3.512468209,2.362714262,1.729145661,0.610994898,0.666676699,100,
636,3,314,3_314,4.219948849,1.536031292,51.03204453,4.644200391,27.58537686,4.91349481,3.554987212,0.773281179,1.740634873,100,
637,3,310,3_310,0.588530499,0.323919887,90.05581155,0.120139301,3.655884545,2.417993522,1.540520401,0.514013717,0.783186581,100,
638,3,309,3_309,1.411813724,0.18108394,55.3331624,5.78987853,30.33556617,3.858850678,1.998333387,0.416653312,0.674657864,100,
639,3,316,3_316,8.85558067,3.365196419,79.07517079,0.04167035,2.24514793,2.134026997,0.945790663,1.967345599,1.370070587,100,
640,3,301,3_301,0.04294759,0.289549882,74.06381181,4.224103296,15.52486111,2.612875965,2.145994098,0.357434782,0.738421468,100,
641,3,303,3_303,0,0.098684211,91.02130326,0.164473684,2.904135338,2.343358396,1.856203008,0.745614035,0.86622807,100,
642,3,216,3_216,1.36744874,0.514563565,64.70912209,2.830886403,19.94051834,4.862389652,3.935545799,0.421721821,1.417803585,100,
643,3,409,3_409,1.552808439,0.79871055,92.72237973,0.061882079,1.66649877,1.318232187,0.910961763,0.322362456,0.646164031,100,
644,3,412,3_412,3.895145887,1.885002964,61.51880393,2.722782059,18.34420075,4.684186261,4.440492656,0.545346769,1.964038728,100,
645,3,313,3_313,5.000824229,2.414242683,87.80290428,0.049453761,1.510587601,1.105965922,0.972590628,0.446582445,0.696848447,100,
646,3,401,3_401,0.854970253,0.52138739,79.13005792,2.648963135,9.629250227,3.493426842,2.291740541,0.509567524,0.920636171,100,
647,3,302,3_302,0,0.155445017,96.30188903,0.06958015,1.397524723,0.82904009,0.720968793,0.269438029,0.256114171,100,
651,15,108,15_108,8.749295101,2.327449205,33.39257335,0.975751465,24.00416959,15.35569644,9.750679267,2.763205113,2.681180471,100,
652,15,413,15_413,1.349810183,0.837382243,27.06650627,16.76795451,35.24035682,8.386320674,8.186348795,0.342139387,1.823181115,100,
653,15,113,15_113,2.391787491,0.850883691,34.90951423,1.174727484,25.98158535,18.39771404,10.72706106,2.961159911,2.605566727,100,
654,15,203,15_203,9.878943183,2.696827781,23.17398604,11.22382257,33.38163824,9.048334364,7.8112574,0.708668375,2.076522046,100,
655,15,315,15_315,4.882315213,1.197255641,30.74187091,0.503391576,27.30947892,16.88596917,12.32240384,3.29439661,2.862918116,100,
656,15,111,15_111,0.959414252,0.946790381,16.33739401,18.16364746,43.3861432,10.75974668,6.938921501,0.469187233,2.038755286,100,
657,15,208,15_208,1.860401724,1.335673033,35.80932586,0.649096206,26.71175699,16.83220608,11.34981345,2.853638176,2.598088488,100,
658,15,206,15_206,3.161844469,1.134565113,24.82350221,14.53417033,39.66532107,8.41143101,6.50507709,0.264968968,1.499119734,100,
659,15,216,15_216,7.470354959,2.328625291,30.65307,0.787278517,24.60489558,17.39826916,11.12739065,2.83459337,2.795522476,100,
660,15,106,15_106,2.465444865,1.470256988,28.03112522,14.06573154,36.90590765,9.001740555,6.118562506,0.354254121,1.586976554,100,
661,15,313,15_313,3.343827259,1.899578464,41.74981769,0.602956086,21.78290024,16.52348683,8.939402024,2.573679811,2.5843516,100,
665,15,213,15_213,6.343848788,1.672813488,27.54214963,11.72780558,37.56421233,7.339963119,5.780756059,0.321061644,1.707389357,100,
666,18,402,18_402,0,0.292053167,50.76083169,0.648822661,25.1779699,12.53505468,8.165872924,1.574763951,0.844631034,100,
667,15,211,15_211,1.800957435,1.61783366,24.61068174,11.70406045,43.3167032,6.405006344,8.243453686,0.384992502,1.916310993,100,
668,15,416,15_416,3.776324133,1.74214865,43.35346928,0.465574208,19.77271969,14.45783133,10.13750292,3.048760138,3.245669659,100,
669,15,204,15_204,4.550297004,0.991089876,25.27440599,11.73973399,39.51284866,8.467846074,6.771371384,0.582709194,2.109697831,100,
670,15,210,15_210,5.631431539,1.806337917,48.31167196,0.410674387,18.93350537,12.14085659,8.120653303,2.301979419,2.342889511,100,
671,15,212,15_212,1.897325568,1.728550762,18.60974072,14.69082681,44.08360844,8.086353351,8.032567974,0.676953893,2.19407248,100,
675,18,207,18_207,1.343799676,4.567280117,41.21204176,0.735812261,19.52442602,15.87650153,11.34199702,3.166123138,2.232018485,100,
676,18,212,18_212,6.539211861,2.273897776,24.82403433,13.15801795,34.30042918,8.371439719,8.341786968,0.624268435,1.566913773,100,
677,1,411,1_411,2.257802935,1.267231647,49.3059641,1.493011941,22.05968868,14.12557836,6.565118535,1.56138203,1.364221773,100,
678,18,215,18_215,5.110189301,4.184626194,17.83566863,14.23205286,43.38121039,5.318272102,8.097663798,0.205380427,1.634936292,100,
679,6,313,6_313,2.551448816,2.340792245,40.14259829,0.455194968,19.3921895,16.42826628,11.5154015,3.623882268,3.550226124,100,
680,6,311,6_311,0.0666657,0.720279416,11.39113926,22.64170084,49.6108752,5.237605252,8.047709453,0.336227011,1.947797858,100,
681,6,406,6_406,0.865283262,0.892028381,62.62762928,0.398030301,14.12142284,10.24810031,6.694145965,2.086119283,2.067240376,100,
682,6,413,6_413,3.415554469,2.159178254,20.50171197,17.28320872,40.00838516,4.718049053,8.850534554,0.469568863,2.593808958,100,
683,1,416,1_416,0.934509232,0.854880632,73.33042864,0.674589462,11.46651843,6.568608302,4.133175078,1.02765967,1.009630553,100,
684,7,103,7_103,4.374174147,2.629060919,29.64110509,21.88454003,27.76081773,6.123843806,5.930954876,0.2612354,1.394268009,100,
685,7,208,7_208,1.506705271,1.92299382,53.24172104,0.381717874,20.55514743,11.78571943,7.252639615,1.843769356,1.50958616,100,
686,7,105,7_105,1.072185936,1.172279243,31.4292985,18.81923827,35.97251675,5.445754517,4.677241496,0.288404445,1.123080838,100,
690,7,202,7_202,0,0.176099897,64.63302819,0.662193826,18.17758438,8.671100697,5.480927362,1.289458748,0.909606904,100,
691,7,209,7_209,0,0.749112647,14.50214833,25.41191855,41.95030824,8.264524566,7.095086867,0.388567159,1.638333645,100,
692,7,101,7_101,1.769175466,2.271029223,46.45107631,1.075602295,26.94221633,10.66016324,7.361461579,1.843889649,1.625385906,100,
693,7,115,7_115,1.759437516,3.892190508,12.64752658,16.92642504,50.63363187,4.74763539,7.29555537,0.237716582,1.859881142,100,
694,7,308,7_308,0.86690464,0.752553583,45.51635684,0.591843988,29.51493518,10.37194999,8.533061363,2.113949284,1.738445135,100,
695,7,114,7_114,1.57200083,0.700617629,12.6222889,26.24523213,45.68856828,3.763226352,7.248759157,0.306420466,1.852886257,100,
696,7,104,7_104,1.569634211,2.961801547,51.92198349,1.700580644,21.34082255,11.03740588,6.502524165,1.654060201,1.311187305,100,
697,18,315,18_315,9.387073954,3.91264126,18.77958969,12.63037603,38.47339876,4.190172142,9.222006566,0.87068512,2.534056486,100,
698,18,201,18_201,0,0.04586503,68.4938873,0.529820177,15.29361527,7.240348574,6.234481013,1.458191653,0.703790982,100,
699,18,204,18_204,0.493194508,1.319628549,37.46056666,19.48340467,27.77588531,4.487625705,6.99654912,0.592425836,1.390719649,100,
700,18,310,18_310,5.154360863,3.862396113,49.6712239,0.30660059,18.21477468,8.704371469,9.529686265,2.568503056,1.988083071,100,
704,7,107,7_107,5.153707052,0.508781071,42.22269899,10.92653324,27.36843718,5.657890704,6.571244675,0.297299782,1.293407301,100,
705,18,202,18_202,0.103905528,0.244095527,26.55693363,46.51669086,11.60938118,6.00672912,6.438844175,1.537142103,0.986277873,100,
707,7,110,7_110,1.79006784,0.853296587,46.38276447,25.62009752,9.999735001,5.549077804,6.044625821,1.714543142,2.045791817,100,
708,18,203,18_203,1.101276245,0.635182027,55.01676175,9.583602894,21.9740634,5.972475446,4.69328942,0.199964712,0.823384109,100,
709,18,103,18_103,0.695430031,1.102956085,67.58039009,0.26762905,12.62519768,7.34357893,7.148939621,1.816633551,1.419244962,100,
710,18,308,18_308,2.206542425,4.305361054,28.18772667,14.51757693,37.32809078,4.635714029,7.407806384,0.165176487,1.246005243,100,
711,7,116,7_116,0.923172445,2.434560962,69.37354988,0.101303879,10.42612987,6.388680108,6.297179831,1.633933532,2.421489494,100,
712,7,206,7_206,0.849511062,0.38076557,44.56110999,12.74410823,29.79057894,6.106672051,4.652839877,0.178844434,0.73556985,100,
713,18,108,18_108,0.656043504,2.238452053,70.87483006,0.230800847,9.951310506,6.038761896,6.930348731,1.653545797,1.425906605,100,
714,18,104,18_104,0.805255716,2.772700624,36.17615615,12.2012622,29.93930407,9.345794393,7.659413043,0.141393937,0.958719868,100,
715,18,205,18_205,0.47351746,2.12135822,71.57173359,0.227288381,9.096700875,5.761416075,7.190577863,1.92506371,1.632343825,100,
716,18,101,18_101,0,0.091076484,47.28057497,14.28316867,25.44003801,7.111885481,5.120082365,0.158393886,0.514780129,100,
717,18,416,18_416,3.191988452,5.312161674,58.682786,0.137134608,10.15337423,7.722843739,9.718513172,2.580295922,2.500902201,100,
718,18,411,18_411,2.647724223,4.478699337,24.08451244,13.04497872,38.5961885,6.606848422,8.639134936,0.329767246,1.572146171,100,
719,18,105,18_105,0.165730435,2.522591675,70.12665294,0.265168696,10.24214089,6.925787656,6.932765779,1.559610621,1.259551307,100,
720,7,211,7_211,1.802090976,2.179628271,35.17669357,16.36402543,32.39025434,5.771582294,4.912570311,0.113108339,1.290046466,100,
721,18,302,18_302,0,0.404095351,68.64181221,0.310842578,12.90190974,8.159617664,7.293143978,1.476502244,0.812076234,100,
722,18,413,18_413,3.028551098,3.101188888,28.81200154,13.06294287,35.11073557,6.267603546,8.725429156,0.340952889,1.550594444,100,
723,7,213,7_213,1.943356908,3.716216216,0.069461985,66.49406416,9.533657489,7.176686032,6.823061379,1.787067441,2.456428391,100,
724,18,313,18_313,9.658917876,5.73884208,25.84847562,11.70101174,29.91066897,6.202415998,9.024464521,0.284235103,1.630968091,100,
725,18,312,18_312,6.096835372,4.529396452,56.76620431,0.17106095,10.06842438,9.177791826,9.051355472,2.145699305,1.993231936,100,
726,18,401,18_401,2.288851733,0.655248769,32.79859009,17.21722626,26.96235709,10.90876226,7.515025532,0.528717972,1.125220299,100,
727,7,214,7_214,0.297702547,1.446429128,73.54343963,0.105988341,8.720658375,7.50958571,5.349293931,1.315502354,1.711399981,100,
728,18,410,18_410,7.711966326,4.90078172,25.04509922,13.20571925,31.60118928,5.956437496,9.624507249,0.307342821,1.646956638,100,
729,18,409,18_409,7.625530016,3.967864316,45.66837759,0.406159339,13.52153537,12.04195492,11.54652979,2.735996429,2.48605222,100,
730,18,316,18_316,7.865143268,5.024515316,16.97629436,13.55764473,35.65066799,8.663577887,10.24245423,0.310377401,1.709324817,100,
731,18,301,18_301,0,0.022370864,61.00087246,0.881412049,19.83624527,10.61273797,6.107245923,1.051430617,0.487684839,100,
732,18,414,18_414,2.840618428,3.541181152,23.85323708,10.07787188,41.75666458,7.724663218,8.790428011,0.150628091,1.264707554,100,
733,18,405,18_405,0.493998005,2.899623467,56.82103434,0.347568629,16.54008303,9.471245132,9.551700834,2.175522158,1.699224407,100,
734,18,314,18_314,6.234390726,3.142356581,23.04394826,11.26849815,37.07645283,8.987214374,8.618183174,0.219927685,1.409028218,100,
738,18,407,18_407,5.260169065,4.461895413,49.29664303,0.309898918,14.96925348,10.56901335,10.21530674,2.693362322,2.224457677,100,
739,18,404,18_404,0.609350273,1.112212149,38.46449647,10.86625353,33.79231805,7.256001065,6.519456318,0.275095026,1.104817121,100,
740,15,402,15_402,5.685510071,2.780485164,55.30918345,0.204407624,13.61002816,9.473142733,8.19525666,2.179445527,2.562540611,100,
741,18,206,18_206,5.367183241,3.155517483,26.69106767,9.729771825,38.95335254,6.441865898,7.94953664,0.274121953,1.437582743,100,
742,15,404,15_404,10.12675802,2.818387549,49.08853624,0.392908215,14.99437711,10.47385008,7.697113582,2.121426687,2.286642509,100,
743,18,307,18_307,4.120080993,4.458138921,21.76071837,10.85482877,39.34149133,7.754203715,9.72972973,0.320450744,1.660357426,100,
744,15,405,15_405,15.83501959,1.142348703,48.44505676,0.311419182,13.65652043,10.49353482,6.460871687,1.836942639,1.81828619,100,
745,18,304,18_304,2.161907195,0.99447731,40.0090407,12.25015232,28.09300132,7.888995892,7.016371534,0.538511429,1.047542305,100,
746,18,403,18_403,0.407059847,0.105649121,67.72419365,0.362003604,15.00838978,8.116338326,6.376235163,1.28643341,0.613697098,100,
747,18,309,18_309,3.263856882,4.185657466,29.66320138,9.42455745,40.9450163,3.905703214,6.281900275,0.440415834,1.889691197,100,
748,7,216,7_216,1.682318373,1.46338653,57.5992395,0.217491502,16.83470646,9.457279484,8.158091836,2.177795702,2.409690615,100,
749,18,311,18_311,9.047492233,3.774522858,24.5379494,9.578339991,39.76919663,4.005326232,6.909897914,0.671105193,1.706169552,100,
753,18,415,18_415,5.07978387,4.937022246,34.68746047,0.858376855,20.83235448,12.68590636,13.62560312,3.932269548,3.361223051,100,
754,18,412,18_412,1.542004786,3.692174821,23.55470788,12.97839034,44.82789643,4.278748403,6.740198283,0.647749969,1.738129082,100,
755,15,403,15_403,3.433200078,1.754779979,46.41333154,0.507568612,22.07848598,11.11560287,9.591399781,2.581263382,2.524367785,100,
756,18,303,18_303,0,0.098547339,58.09365647,8.882035185,24.56383678,3.106066136,3.94554347,0.521935908,0.788378714,100,
757,15,302,15_302,5.901184505,3.115996158,41.77477629,0.489351647,22.13820754,11.24136775,9.610195588,2.768419287,2.960501242,100,
758,15,305,15_305,7.62976955,1.734794107,34.2621836,7.167359275,39.01473366,2.475255006,4.980732905,0.634680771,2.100491122,100,
759,15,401,15_401,4.814043439,3.649707428,34.55915898,1.461866508,25.6074581,14.13071506,10.12793811,3.003074482,2.646037886,100,
760,15,201,15_201,14.00085028,2.646845043,23.96286188,9.206357914,39.22816353,2.729130381,5.524089033,0.600682968,2.101018967,100,
761,18,408,18_408,1.71169456,5.919105557,29.31341837,1.805154122,26.51828519,13.43048512,14.5485384,3.866456671,2.886862009,100,
762,15,316,15_316,2.778136234,0.892248133,17.85786708,10.86736105,54.99124343,3.115494516,6.581251728,0.718960273,2.197437552,100,
766,15,304,15_304,14.12129576,3.037373206,30.32393905,1.453955698,19.41073537,16.99221806,9.473474556,2.644719808,2.542288486,100,
767,15,214,15_214,3.390327786,1.807631497,27.03949406,12.45619468,35.45174488,8.876790924,8.347052208,0.536258578,2.094505387,100,
768,18,406,18_406,1.18892272,3.407278527,38.17924057,1.498235948,21.22984228,17.36020492,12.32258792,3.033525043,1.780162067,100,
769,15,205,15_205,7.403742512,3.00567208,24.38287421,11.3618292,30.08499284,12.68708144,8.836781934,0.521265881,1.7157599,100,
770,15,107,15_107,3.679190512,2.041967322,35.42340549,0.836028863,22.06519035,18.57841918,11.30131874,3.060462802,3.014016754,100,
771,15,209,15_209,7.141570163,1.600301387,16.25034807,11.27581858,41.74215001,10.32906914,9.351198179,0.398027878,1.911516601,100,
774,18,305,18_305,0.866816814,1.905861423,35.70793194,13.26721805,29.56261711,9.985426879,7.07269527,0.327422072,1.304010447,100,
775,15,202,15_202,9.303372684,4.191583065,35.49267634,0.579701988,19.14423605,16.23165567,10.00830156,2.517201109,2.531271545,100,
776,15,101,15_101,6.850736057,4.442825929,29.17963319,10.92056766,32.9206118,7.367189742,6.557196142,0.297954049,1.46328544,100,
777,15,103,15_103,12.34642658,1.91379173,35.54935862,0.634212413,18.65986774,16.68392957,8.937933232,3.07067166,2.203808461,100,
778,15,102,15_102,4.680447122,2.00507565,22.43166276,11.81347953,40.5858308,7.384877661,9.20397528,0.218911641,1.675739553,100,
779,15,114,15_114,5.598281159,1.73289693,29.90903797,0.815244674,22.67424349,20.92327463,11.19455433,4.11035923,3.042107588,100,
