UnqID,Grid,Station,Gd-St,cobble,gravel,coarsesand,sand3,sand2,sand1,finesand,veryfine,siltclay,Total,UnqID save
780,15,115,15_115,4.94506734,1.324249329,11.1918244,11.39711688,50.13197374,8.834344756,9.901414488,0.259435558,2.014573511,100,
783,15,105,15_105,2.4140528,1.479777728,23.12483462,14.9361884,41.82051334,7.72252641,6.682407539,0.217793971,1.601905188,100,
784,15,407,15_407,10.06714836,1.934026093,55.33229504,0.188934562,11.31820155,9.954808895,6.527178492,2.388490311,2.28891669,100,
785,15,207,15_207,5.255689472,1.927325634,22.1094606,15.66648106,39.06381909,6.811201121,7.107574587,0.353851957,1.704596483,100,
786,15,314,15_314,7.011211375,2.389937107,40.22787348,0.758362957,19.02470149,16.20271625,9.138638228,2.736304804,2.510254307,100,
787,15,112,15_112,1.611643457,1.167774751,26.00156211,16.09357438,38.96519536,6.557064751,7.244775494,0.302897529,2.055512164,100,
788,15,110,15_110,2.088438022,0.730495317,37.00336623,0.883922233,24.75898234,18.77304266,10.93911012,2.805193616,2.017449449,100,
789,15,116,15_116,4.318659342,1.349264613,11.22193251,11.73075463,47.8343417,11.13839455,9.44485229,0.584765714,2.377034656,100,
790,15,408,15_408,3.76250266,1.85429524,45.77002199,0.400085124,20.23409236,14.05121657,8.817478896,2.620415691,2.489891466,100,
791,15,411,15_411,4.429742954,2.184549652,22.75101647,13.28922886,43.88395011,5.559920061,6.107091172,0.172283096,1.622217628,100,
792,15,109,15_109,2.526279211,0.853097038,43.83111806,0.340543828,23.42802537,14.42446356,9.460516028,2.736512901,2.39944401,100,
793,15,409,15_409,1.641754115,0.860174364,24.24352686,13.10492381,47.61669117,5.318235405,5.372087269,0.231417468,1.611189544,100,
794,15,412,15_412,1.168042079,0.382697016,41.22064025,0.656570237,25.07300263,14.46268251,10.87693842,3.157703818,3.001723043,100,
795,18,306,18_306,1.677427141,4.716506768,22.23093787,11.38397796,42.64365735,6.717753776,8.208129689,0.460588507,1.961020938,100,
796,15,303,15_303,4.596374826,2.23888969,36.87837556,0.532076863,22.4626184,15.71229386,10.95405228,2.706860907,3.918457618,100,
800,6,204,6_204,0.366834171,0.688442211,47.4321608,0.386934673,26.03015075,11.8241206,8.718592965,2.427135678,2.125628141,100,
801,6,206,6_206,0.374755753,0.39808685,41.08752078,18.55259704,24.95260871,6.181282627,6.192948176,0.301846073,1.958353991,100,
802,6,107,6_107,0.347570242,0.564195415,52.02399043,0.725855993,22.55488377,11.20792783,8.068479421,2.268097902,2.238998998,100,
803,7,402,7_402,0.241002571,0.410434681,46.92539145,14.76834541,24.84517411,6.086410376,5.020156579,0.579866791,1.123218042,100,
804,6,115,6_115,5.178074898,3.906111341,43.82506064,0.347571437,14.53292315,16.39797669,9.748269538,2.915162989,3.148849317,100,
808,1,412,1_412,2.426151358,1.132203967,38.26508896,15.69081468,32.19885928,4.455605687,4.23427258,0.468204648,1.128798842,100,
809,18,111,18_111,4.343191133,2.81765214,60.77342989,0.27202382,11.56101237,9.177127943,7.467789071,2.178028563,1.40974507,100,
810,7,407,7_407,0.424535719,0.752983106,32.75563864,15.47546253,39.88539283,3.813833226,5.295340589,0.351159175,1.245654187,100,
811,6,211,6_211,3.730468375,3.10776268,46.50496819,0.595798658,16.05196902,14.89688839,9.119563337,3.077011781,2.915569564,100,
812,1,404,1_404,1.465782483,0.621094273,48.85623101,12.35690943,26.18151241,5.368165574,3.885183557,0.330613259,0.934507998,100,
813,1,415,1_415,1.005127446,0.77559558,67.25468782,1.177276345,14.22727357,8.664827944,4.540658608,1.249467819,1.105084871,100,
814,18,116,18_116,10.18801798,4.928110771,21.95745537,7.529337413,39.30710561,3.641142759,9.263009724,0.716737766,2.469082604,100,
815,6,201,6_201,8.368377399,2.748715859,49.82756865,0.328856424,13.10478297,11.53471181,8.214135006,2.891317317,2.981534566,100,
816,6,408,6_408,1.278515919,0.939347913,48.72369605,7.721233392,27.86781296,4.770471738,6.336543141,0.502853435,1.85952546,100,
817,18,208,18_208,1.536375154,5.130172552,32.87771453,0.835102871,19.88544102,17.45686194,14.86233293,4.348601916,3.067397084,100,
818,18,213,18_213,2.769481844,2.952264382,30.65687475,8.972664219,34.09873521,7.443492452,10.24398205,0.60873113,2.25377397,100,
822,1,307,1_307,6.821062678,2.189182337,45.70738327,0.839584234,17.58056579,15.83876404,7.405639978,1.881981001,1.735836676,100,
823,1,315,1_315,2.013669905,0.364957662,42.86651834,20.97706209,22.80505178,6.62206073,3.073327678,0.496214365,0.781137451,100,
824,1,314,1_314,4.173548989,0.984512732,52.73521187,1.800578933,17.20934796,13.67033542,6.466384287,1.622319983,1.337759825,100,
825,6,410,6_410,0.156926849,0.503473641,33.07560278,17.63628933,34.19207192,6.118512464,5.995913363,0.389047814,1.932161831,100,
826,1,408,1_408,0.088754771,0.13135706,47.32404367,0.9283749,24.24957841,17.060442,7.67906275,1.501730718,1.03665572,100,
827,6,113,6_113,2.242171132,3.199533806,22.20803907,19.07094196,39.25603208,3.933511856,7.267631429,0.380170105,2.44196856,100,
828,1,301,1_301,0,0.038883685,59.73240955,1.408649852,21.44788703,10.55338553,5.114971986,1.056929249,0.646883119,100,
829,18,113,18_113,5.207154919,2.206810618,31.07569721,14.36066434,32.36928828,5.697375109,6.522059909,0.590231666,1.970717951,100,
830,6,202,6_202,1.620381359,2.164728222,60.36870006,0.229448532,14.92048422,9.125721972,7.427802833,2.123585727,2.019147084,100,
831,6,308,6_308,0.697146328,0.665326372,50.51562794,12.94059793,20.80302,7.661377804,4.790349875,0.552510161,1.374043593,100,
832,6,416,6_416,1.981784587,1.295027552,54.93729254,0.488905604,17.48777736,10.93742335,7.995814052,2.384027994,2.491946956,100,
833,6,306,6_306,1.246710071,1.092795247,34.98176109,13.80462052,30.3135245,10.46159056,5.744101214,0.591032922,1.763863878,100,
834,6,112,6_112,5.556365521,3.058430934,43.15497886,0.429281884,18.82198571,11.80120199,9.690431064,3.68696441,3.800359625,100,
835,6,310,6_310,0.766343693,0.976774133,35.13246125,13.20215456,34.68176322,5.843370656,6.821715165,0.386312599,2.189104728,100,
836,18,216,18_216,5.977142283,5.337929419,34.67813457,0.517059621,17.83939358,15.72095514,12.79764395,4.052810361,3.078931075,100,
837,6,316,6_316,4.266675345,2.323727076,34.61181716,12.38182025,32.14651848,5.521292695,5.832099328,0.608595187,2.307454477,100,
838,6,212,6_212,2.873395315,2.890580694,39.70853598,0.503531595,19.16685284,16.07692175,11.49358126,3.718915946,3.567684614,100,
839,1,403,1_403,3.631358357,1.883728483,51.6277703,11.17709832,22.60010207,5.049567732,2.734344793,0.467065683,0.828964259,100,
840,1,410,1_410,0.973292975,0.893021389,58.19689951,0.683980802,18.47417095,11.47381976,6.371557102,1.575329866,1.357927655,100,
841,1,312,1_312,0.35625474,0.423272958,58.27057724,11.89926104,18.52348283,5.63834853,3.763602053,0.497345726,0.627854888,100,
843,18,210,18_210,6.390459227,3.463176644,30.49949663,9.164407961,35.36745915,5.279950438,7.28877875,0.607140091,1.939131108,100,
844,6,312,6_312,3.078858221,1.052014694,54.17018053,0.741841883,17.77418848,12.0795872,6.78663827,2.206943869,2.109746859,100,
845,6,415,6_415,1.111024664,1.313312067,33.11600405,11.74667393,38.48284447,4.635493659,6.507430172,0.678440831,2.408776161,100,
846,1,110,1_110,0.284613422,0.749124008,78.91578396,0.865922913,8.904909582,5.532509028,3.189818358,0.853840267,0.703478459,100,
847,18,209,18_209,9.073488401,2.91959431,23.18538022,11.10349448,39.57966566,3.940050166,7.337934473,0.626295044,2.234097247,100,
848,7,410,7_410,3.881789996,0.928332049,84.47104787,0.048387964,5.224107959,1.836950483,1.892507034,0.759870249,0.957006398,100,
853,2,208,2_208,5.647652164,2.143740757,6.718878241,20.95755142,29.07446543,25.27942873,6.070611512,2.184480455,1.923191296,100,
855,14,405,14_405,8.954961195,3.814360413,5.207026349,4.791440754,10.9079864,37.23805901,17.85343227,6.86908486,4.363648751,100,
858,14,411,14_411,5.906665611,4.211280486,7.039682597,5.860941697,10.72387796,36.97156477,17.44097295,7.322306789,4.522707144,100,
859,14,206,14_206,6.150557119,4.312900354,7.308306709,5.278916917,11.60650422,40.59375646,14.44117273,6.135059527,4.172825966,100,
860,14,416,14_416,5.087069235,2.658224412,6.910569106,5.475928716,11.60877886,36.55822034,19.00389538,8.047287485,4.650026467,100,
862,14,213,14_213,0.88574074,0.31628973,6.754096875,8.455651453,16.81029738,44.66257033,15.0805778,4.942795911,2.091979773,100,
863,2,213,2_213,0.127935802,0.144038576,12.52662867,28.35550789,29.4763496,21.19804639,5.51379668,1.674983971,0.982712416,100,
864,2,211,2_211,1.182646854,1.276127076,10.5244944,22.31448987,31.92916755,21.89964446,6.722103836,2.340308212,1.811017743,100,
865,2,210,2_210,4.744684831,2.402703194,5.707961843,18.69342933,34.38439456,22.30568424,7.243620848,2.244257882,2.273263269,100,
869,14,112,14_112,6.02991297,4.12617756,8.481681708,4.785240213,10.09531821,36.46880354,17.87835021,6.745572744,5.38894284,100,
871,14,114,14_114,2.881725703,2.229274335,10.20235266,5.498918606,11.15721705,40.93814051,18.8921687,4.049253713,4.150948734,100,
872,14,104,14_104,8.10866609,4.473571204,8.13550504,5.040905312,10.50490258,36.24978666,16.25958632,6.675603808,4.551472977,100,
873,14,202,14_202,7.848179716,4.776409778,6.553567093,5.326200851,11.32550443,36.84574543,16.71336111,6.226599537,4.384432064,100,
874,14,116,14_116,2.330833475,1.48809985,9.008204596,6.090498474,11.93191503,40.97939941,18.12429304,6.488913337,3.557842788,100,
875,14,406,14_406,6.449309527,4.117383788,5.683161484,5.101674764,10.83437536,38.72848465,18.19195895,6.727411872,4.166239605,100,
877,14,307,14_307,5.980208391,7.29160924,7.127597993,4.903109322,9.616480144,34.27122958,18.69245824,7.204090633,4.913216458,100,
879,2,212,2_212,0.439424887,0.486258936,27.73967651,21.2225917,21.18713932,19.76373799,6.159561836,1.713557111,1.288051704,100,
882,14,110,14_110,12.68562715,5.144373328,7.812160989,4.626365083,9.0529399,33.15599311,17.70916203,5.285853764,4.52752465,100,
883,14,403,14_403,1.029334519,0.835555645,7.109546514,6.448913761,12.83620887,46.04478969,18.27262381,4.845650329,2.577376864,100,
886,14,407,14_407,9.241039802,5.487262712,6.124488557,5.021361343,11.07898275,36.61337777,17.30503708,5.476238669,3.652211315,100,
891,14,106,14_106,11.80332415,3.317443679,7.771815223,5.390305472,11.28399042,35.40042972,17.0773275,4.340305994,3.615057845,100,
895,14,211,14_211,5.298560868,4.078752742,7.781145525,5.188821414,10.83452991,38.76105702,17.89093135,6.078792928,4.087408248,100,
896,14,109,14_109,9.18392382,4.892468268,8.633404404,5.9659653,11.19684947,33.9015808,15.64057635,6.095443415,4.489788166,100,
897,14,214,14_214,4.599051786,3.570757346,8.521671485,5.473396232,10.94940733,38.04934571,17.82878211,6.49613409,4.511453912,100,
899,14,415,14_415,1.270363573,0.774953451,6.028101022,7.076263488,14.43857131,45.460213,17.25134062,5.055616954,2.644576576,100,
900,14,412,14_412,8.795431229,2.854051833,5.758165626,4.414684668,9.609035599,39.21203776,19.10572436,6.050215396,4.200653536,100,
902,14,413,14_413,4.617797106,1.812530031,5.21486174,5.927453698,14.12312854,44.56284357,16.26610834,4.945297986,2.529978993,100,
903,14,102,14_102,0.828626578,0.626265816,12.77368359,10.22176499,16.52805294,39.78952444,13.45087913,3.95706964,1.824132879,100,
904,2,215,2_215,2.18114775,1.37347355,15.09810664,25.46265446,22.2355194,22.08793365,7.415682168,2.216635679,1.928846701,100,
905,14,309,14_309,6.418845169,4.912864623,6.691577339,5.860339583,11.33964794,36.48685811,17.73949825,6.670597941,3.879771041,100,
907,2,216,2_216,0.394885796,0.665066296,14.97175893,24.04769527,26.86682453,22.54642547,6.757258955,2.055448797,1.694635956,100,
908,14,203,14_203,14.83977879,4.504574834,5.702885064,4.590092384,9.360445827,33.34102163,17.53854943,5.923953253,4.198698785,100,
909,14,401,14_401,11.12489235,3.018143118,5.526362954,4.550609291,10.13470539,38.01489959,18.62560211,5.333813386,3.670971804,100,
910,14,210,14_210,1.24517948,1.936718217,6.849669124,5.968382748,12.78401077,43.30138828,19.736276,4.927922689,3.250452699,100,
914,5,201,5_201,0.559888776,0.524070976,22.58233774,6.055878911,29.0702296,24.60934248,10.88939683,3.504174816,2.204679878,100,
915,5,101,5_101,0.340346192,0.308744875,14.86510187,15.95819146,48.26500865,9.676639516,7.530752032,1.342423979,1.712791423,100,
916,5,203,5_203,1.521627591,0.640360786,11.61347576,6.237351884,28.27893129,31.32482895,13.78559364,4.057086358,2.540743726,100,
917,5,103,5_103,0.169160034,0.091495364,11.22609107,15.22812667,47.2516814,14.22079108,9.056090559,0.941196497,1.81536732,100,
918,5,106,5_106,2.355214751,0.447852489,11.65604362,6.857674748,30.67984575,28.45654005,12.68472142,4.15194362,2.710163557,100,
919,5,209,5_209,0.34863878,0.633258509,8.515553163,10.83247193,48.20226758,15.93421941,11.49631279,1.381914414,2.65536343,100,
920,5,105,5_105,0.817942977,0.717733869,17.18918999,6.368085433,34.68566326,24.20955906,10.61051752,3.370132139,2.031175756,100,
921,5,107,5_107,1.667738831,0.654584266,8.607138193,12.31279454,47.50605007,14.19319265,11.7049663,0.937055112,2.416480046,100,
922,5,102,5_102,0.224235527,0.477078964,14.70383451,7.784506713,33.20747255,27.09084904,11.08703746,3.395506455,2.029478768,100,
923,5,211,5_211,0.773933937,0.902989726,10.37035404,13.15306938,47.28732348,14.44503005,9.27257825,1.448470869,2.346250268,100,
924,5,202,5_202,0,0.160803221,13.48275343,5.769312722,33.03511817,30.23498294,12.13837032,3.544489365,1.634169832,100,
925,5,206,5_206,1.002586899,0.590329152,8.743642645,11.22167832,54.27212378,9.320317162,11.41172091,1.176169108,2.261432016,100,
926,5,205,5_205,0.145023512,0.202797107,17.28943588,4.712085096,29.39929218,28.5091072,12.91279135,4.16323595,2.666231727,100,
927,5,108,5_108,3.924177549,0.942450344,9.26513433,10.63751692,39.61287206,20.71528527,11.48496654,1.024496422,2.393100573,100,
928,5,109,5_109,10.04414791,1.221635393,18.85083294,3.015979606,26.61259714,23.36258599,10.57290858,3.521690559,2.797621883,100,
929,5,204,5_204,1.205251994,0.873877145,10.20495634,12.21622308,35.55671967,24.02209695,12.19201486,1.09254486,2.636315112,100,
930,5,110,5_110,0.11364556,0.336459734,11.17359704,6.702849576,33.00404819,28.45719264,13.08731939,4.210051433,2.914836428,100,
931,5,207,5_207,1.008893889,0.56896019,9.799989507,13.9125146,33.22198969,27.95910793,10.75602917,0.917564897,1.854950129,100,
935,8,409,8_409,0.846262774,1.675974229,40.94796143,2.778782436,23.92370455,17.82914135,7.777587063,2.422009575,1.798576587,100,
936,8,214,8_214,0,0.250756681,25.86662052,25.37867991,27.97141577,13.83199642,4.999864272,0.692549914,1.008116509,100,
937,8,114,8_114,0.848377925,0.921126157,35.8789357,5.612508479,31.29193127,16.39295291,5.669793318,1.745957553,1.638416689,100,
938,8,410,8_410,1.270201506,0.485579705,34.81949173,17.97226829,25.49616741,12.15501049,6.033214686,0.718024318,1.050041866,100,
939,8,408,8_408,0.990382754,1.283664081,38.9074154,4.039317563,27.29228387,16.89047357,7.072992809,2.090932099,1.432537851,100,
940,8,415,8_415,0.198591057,0.381761217,22.60552971,24.66591192,39.11566801,7.200054161,3.896597248,0.96248961,0.973397073,100,
941,8,405,8_405,2.295810346,2.489736052,47.14972169,2.201915937,20.32936686,14.68711069,6.722655555,2.306856747,1.816826124,100,
942,8,302,8_302,5.176068639,3.405908232,16.39537431,17.23175216,35.52489001,12.47698111,7.271306171,1.164711664,1.353007704,100,
946,15,406,15_406,4.168811117,1.759521359,24.45477355,9.384650026,40.66038343,9.518142048,7.748970664,0.329709213,1.9750386,100,
947,15,312,15_312,0.421927643,1.243741931,48.86961176,0.470732706,20.56267515,15.42869738,8.488932271,2.249755975,2.263925187,100,
948,15,311,15_311,7.12168127,2.170762237,22.21654918,10.73357929,34.65478622,13.30785954,7.708017656,0.288227156,1.798537453,100,
949,15,414,15_414,2.825772119,1.549291031,49.31629113,0.294702098,17.87241925,13.48556802,9.683068943,2.312148462,2.660738944,100,
950,15,307,15_307,3.563758598,1.783435526,21.55218027,13.71813626,43.47629867,7.211553425,6.931432662,0.116716985,1.646487597,100,
951,15,308,15_308,4.150639592,2.096192265,53.15770641,0.380177118,15.67969705,12.34159287,7.707904702,2.091719593,2.394370397,100,
952,15,309,15_309,1.79074662,2.379338637,35.47426248,9.993578996,26.24942033,16.54835373,6.117789748,0.108800342,1.337709129,100,
953,15,410,15_410,2.417060954,0.851937673,60.5375255,0.140139585,12.6389255,11.76617502,7.584187815,1.896740714,2.167307239,100,
954,15,415,15_415,0.663235345,1.057031331,49.84109987,0.302255691,16.53770424,15.21296072,10.37686967,2.975923175,3.032919963,100,
955,15,215,15_215,3.908607071,1.400047459,26.64327604,10.57832469,35.32153632,12.42753992,8.281636666,0.123733008,1.315298824,100,
956,15,310,15_310,1.967612157,0.96014064,51.36583387,0.535853139,18.38973596,14.78075662,8.07667602,2.053821968,1.869569627,100,
957,15,306,15_306,5.54351291,0.809690787,26.12527893,12.77813197,35.88300924,9.754542557,7.519923494,0.211985974,1.373924131,100,
958,18,102,18_102,0,0.154477824,0.928899549,51.26834424,21.26305947,15.00467499,8.67108419,1.774462377,0.934997358,100,
959,18,107,18_107,1.907329738,6.15471673,24.37420944,10.01431329,38.73410559,8.205179415,9.137207909,0.181412689,1.291525198,100,
960,18,106,18_106,4.373584248,3.19567869,49.82923854,0.343265377,14.65237846,12.6363478,10.21432305,2.664227217,2.090956613,100,
961,7,102,7_102,1.169712483,1.339365438,39.25977737,11.26406334,30.69081493,9.402345378,5.473540092,0.23364486,1.166736115,100,
962,7,303,7_303,2.798653164,1.643856662,73.92489982,0.195880116,8.740350024,6.408992562,4.104520606,1.094624179,1.088222868,100,
963,7,412,7_412,0.728734766,1.344389999,26.81031955,11.94664321,41.46040122,10.96871466,5.063450182,0.228253131,1.44909327,100,
964,6,114,6_114,4.549290903,4.098235905,63.031477,0.128675199,8.950536147,7.452092701,6.893116569,2.154271878,2.742303701,100,
965,7,305,7_305,9.330561117,0.893269675,38.65573181,8.88777658,33.18060475,4.409877304,3.644950973,0.214333385,0.782894399,100,
966,6,210,6_210,0.853844613,1.824823143,64.0753356,0.346778047,9.510965892,12.08945332,6.679715796,2.174683661,2.44439992,100,
967,6,108,6_108,0.561028642,0.813357314,45.64867259,7.906745765,32.82554425,5.658604676,4.745926503,0.199983894,1.640136365,100,
968,7,306,7_306,1.108283034,0.776670788,67.43364119,0.341793324,13.6179187,8.831357719,5.070176714,1.464620755,1.355537779,100,
969,6,104,6_104,2.3100231,1.55701557,36.3798638,7.231572316,40.15390154,5.031050311,5.559055591,0.193501935,1.58401584,100,
970,7,113,7_113,0.321361726,1.296041247,40.11547833,0.513825617,23.45764029,16.75671858,11.59727372,2.978776,2.962884486,100,
971,6,208,6_208,0.344208761,0.255950104,49.26451119,6.8856462,31.29210673,5.107234268,5.339648731,0.175046336,1.335647671,100,
972,7,304,7_304,0,0.139758418,61.26837894,0.828567761,20.34911082,9.369518404,5.861296901,1.216468676,0.966900073,100,
973,7,309,7_309,0.43544458,1.869671133,30.99725944,8.028319123,46.97168088,4.960414129,5.170523752,0.175091352,1.391595615,100,
977,7,108,7_108,1.17623326,0.564840246,32.04692519,8.733299195,46.82122185,4.33406266,4.954766228,0.183107552,1.185543814,100,
978,7,109,7_109,7.449430621,2.445506245,57.13341503,0.148713218,13.41035209,8.662544924,6.646654641,1.867177065,2.236206161,100,
979,7,212,7_212,4.535121779,5.478291564,20.83445111,8.152488528,49.72679139,3.565125309,6.281680198,0.10448288,1.321567243,100,
980,7,111,7_111,2.463543391,2.055856578,48.02341586,0.355419273,20.88088228,12.84561911,9.371569943,2.094186107,1.909507466,100,
981,7,201,7_201,1.446570999,0.700166785,33.37351586,13.28665555,40.71370775,5.196756775,3.978070248,0.343478045,0.961077993,100,
982,7,204,7_204,1.285998534,1.386532621,45.01832653,1.461933187,21.45355535,16.73683108,8.459524558,2.178238559,2.019059587,100,
983,7,112,7_112,0.856916938,1.596145713,30.25321344,13.50471672,39.04120925,8.251043563,5.021974587,0.253765102,1.221014693,100,
984,6,110,6_110,0.125751689,0.43851871,54.04743096,0.415947894,15.7205733,14.46305641,9.29111516,2.673029487,2.824576394,100,
985,6,103,6_103,0.757934628,1.534206384,26.32600358,10.91364741,44.80830061,6.514264758,7.324154582,0.216989349,1.604498709,100,
986,6,116,6_116,3.376619376,2.56635396,47.47908868,0.554554277,14.33984935,15.20248933,9.974274843,3.194848807,3.311921377,100,
987,6,209,6_209,0.627776851,0.467041715,43.46217417,9.662304578,31.77854944,5.63027886,5.924454486,0.673267927,1.774151971,100,
988,7,311,7_311,1.055479924,1.808433755,40.68639809,0.379838317,16.56330358,21.70960856,11.43380561,3.169801173,3.19333098,100,
992,12,311,12_311,0.031598204,0.01496757,46.85514718,10.13969732,30.76667221,5.990354232,4.826209879,0.621985698,0.753367703,100,
993,6,109,6_109,0.621190421,1.147453619,61.32631649,0.741098491,7.264430603,16.46071345,7.617493255,2.408153749,2.413149918,100,
994,6,403,6_403,0.617121849,0.672560691,39.25653595,10.06506769,34.88270308,4.102474323,7.688492063,0.566059757,2.148984594,100,
995,6,106,6_106,5.255863539,0.749822317,25.06751955,2.412935323,26.68798863,21.44989339,11.43567875,3.454157783,3.486140725,100,
996,7,310,7_310,2.261414349,4.138059275,22.92596407,11.22697105,42.27314338,6.213525575,7.795514361,0.660830759,2.504577183,100,
998,7,215,7_215,1.110495025,1.874441672,19.12947047,12.20004313,45.93229215,7.470042818,9.151957613,0.613005576,2.518251548,100,
1002,7,312,7_312,2.823578521,4.324815886,38.5223173,0.669369987,24.12713557,13.96583082,9.530695608,2.947315066,3.088941233,100,
1003,7,210,7_210,1.819302114,2.021987288,25.10053185,12.37028149,44.53885069,5.182254508,6.824815151,0.368076274,1.773900636,100,
1004,7,414,7_414,2.119140023,1.35064375,28.24185302,1.473849566,29.78192571,20.69241668,10.47403437,2.939998768,2.926138114,100,
1005,3,202,3_202,0,0.016197432,54.18777241,15.2152786,22.88844387,4.38803157,2.174873366,0.611084933,0.518317823,100,
1006,12,306,12_306,0.720775085,0.866606323,39.65268698,1.104629723,25.23383285,20.47671729,8.369372088,2.361795568,1.213584096,100,
1007,7,302,7_302,0.43205693,0.475827403,46.33175195,11.0033322,28.86027335,6.294476449,4.578956286,0.907884333,1.115441093,100,
1008,3,111,3_111,0.401816341,0.20417497,54.17986998,0.834667276,26.03312535,11.4729999,4.66335631,1.194015223,1.01597465,100,
1009,3,109,3_109,0,0,57.2346131,10.17871766,25.13287409,4.351526246,2.066573534,0.586091173,0.449604188,100,
1010,6,301,6_301,4.579181025,2.208872745,35.46924964,1.150228183,28.00906523,13.10421906,9.585234858,3.084350067,2.809599205,100,
1011,7,307,7_307,4.798840549,1.504334523,37.29031912,7.749805416,36.80453045,3.523980783,4.606940605,1.638530288,2.082718269,100,
1013,6,205,6_205,0.577946303,1.564124518,37.93345973,10.34340407,35.60944285,4.161824965,5.774876154,1.765947037,2.268974375,100,
1014,5,401,5_401,1.333050458,0.599342315,40.58908808,1.136805629,28.13196139,14.75902549,8.915879919,2.664332944,1.870513772,100,
1015,12,305,12_305,0,0.014746155,28.10617232,12.99136297,49.02464715,4.453338951,3.819254266,1.223930904,0.366547293,100,
1016,12,411,12_411,3.52949946,0.341023443,44.47094778,0.464015504,31.72077075,10.66676605,6.67325109,1.515038575,0.618687339,100,
1017,12,408,12_408,9.448340977,2.392433234,20.34664149,10.07384678,44.44294578,3.22025897,6.347787969,1.583153493,2.144591314,100,
1018,12,409,12_409,0,0.008339356,45.9442931,1.253683216,32.4067382,10.62989937,7.513759938,1.815199867,0.428086952,100,
1019,12,310,12_310,0,0.032942645,52.90242042,9.728483251,28.87509536,3.578611554,3.628892434,0.781954366,0.471599972,100,
1020,12,312,12_312,0,0.012101096,66.59751755,0.513432217,19.66600975,6.022888359,5.250146942,1.43657297,0.501331121,100,
1021,5,302,5_302,0.927565237,0.740897544,31.49488107,10.97105689,40.94757909,5.095835578,6.40250943,1.422138404,1.997536756,100,
1022,3,110,3_110,1.330849082,0.843758318,56.99760447,1.035400586,25.95688049,7.080117115,4.532871972,1.120574927,1.10194304,100,
1023,5,306,5_306,2.277502626,0.849842413,24.24958727,10.44762119,37.50938016,12.57316524,9.100630347,0.96990845,2.022362299,100,
1024,3,201,3_201,0,0.10083978,77.60365007,0.596773127,13.59187992,3.494676982,2.94749719,0.90094558,0.763737354,100,
1028,5,305,5_305,6.121737108,1.27124392,60.11859776,0.164719105,14.59605062,6.067476697,7.174001512,2.360327888,2.125845397,100,
1029,5,404,5_404,5.908918475,2.22555413,19.36340481,10.05654208,39.12061709,11.35357769,8.443376628,1.206712792,2.321296313,100,
1030,5,301,5_301,0.485550113,0.54279838,57.59811717,0.481309501,16.38996671,12.12179039,8.252231622,2.425630261,1.702605856,100,
1031,6,302,6_302,5.221861855,2.512498761,28.53966321,8.159247667,36.5516167,7.374622913,7.999206878,0.968742476,2.67253955,100,
1032,3,104,3_104,0,0.024012847,85.8099083,0.451741682,7.080788222,3.342288124,2.212183518,0.555297084,0.523780222,100,
1033,3,102,3_102,0.732079765,0.218575963,59.23109168,8.621773759,22.0851548,4.693394814,3.131924067,0.44912869,0.83687646,100,
1034,3,114,3_114,14.15727643,2.661232318,60.5929833,0.262393777,7.474892778,6.075015317,4.699112923,1.96329151,2.113801646,100,
1035,3,207,3_207,0.055109432,0.217288616,63.33490789,7.896394269,22.7019367,2.923948984,1.977641316,0.296016375,0.596756416,100,
1039,13,407,13_407,7.989742978,4.424831534,37.72675771,2.093148071,29.35416542,4.983004353,8.993976981,1.415707556,3.018665394,100,
1040,13,303,13_303,9.204295256,4.428098747,77.69099251,0.023370521,1.773699554,2.068906137,2.31122154,1.08611422,1.413301517,100,
1041,13,205,13_205,5.430647975,1.290777408,38.53084679,2.717225919,36.72249046,6.131826666,6.505873164,0.830510022,1.839801591,100,
1042,13,314,13_314,7.570923415,4.072841198,72.73753441,0.054135615,2.561651251,4.326241952,4.39650307,2.072127069,2.208042018,100,
1043,13,214,13_214,0.085300794,0.500238553,31.51213729,3.315164746,45.52459988,7.387916203,8.806222621,1.062645481,1.80577443,100,
1044,13,207,13_207,1.445717009,1.733127284,76.32114849,0.062103728,3.876428025,6.377908404,5.801643582,2.413379743,1.96854374,100,
1045,13,305,13_305,10.62374082,3.802209392,20.85806617,3.98204362,42.80595481,5.75739957,9.109347323,0.720689049,2.340549238,100,
1049,13,110,13_110,5.131535352,3.584918163,65.08780068,0.084818766,4.874428467,8.597177125,7.039957591,2.943476244,2.655887615,100,
1050,13,411,13_411,4.120621222,4.118974291,14.90801891,5.187832474,43.60743754,10.26202671,13.49824602,1.533292709,2.763550124,100,
1052,13,204,13_204,4.557630636,2.551719801,20.5370056,5.35999497,49.92014085,5.771238131,8.589574294,0.753316984,1.959378734,100,
1053,13,211,13_211,7.55616471,4.265538407,55.26726655,0.095345927,5.842321673,11.26392944,8.843334724,3.64817353,3.217925034,100,
1057,13,316,13_316,7.450813268,3.665033028,14.0090442,4.095934844,53.12877335,4.558799157,10.40793617,0.439188389,2.244477591,100,
1058,13,107,13_107,2.163735464,0.241635433,72.25448604,0.131801145,7.096667902,10.72943696,4.039155924,2.014086247,1.328994879,100,
1059,13,312,13_312,8.532542118,2.969306675,60.05821729,0.069680929,5.481191769,9.493464603,7.624442272,3.040111489,2.731042854,100,
1060,13,213,13_213,6.898537546,4.258543608,11.05099644,5.871031295,44.83897856,8.600439494,14.24566189,1.150261423,3.085549746,100,
